assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
1,1,24451,2,"Oscar (6),Cesc Fàbregas (51)",José Mourinho,Chelsea,0,1,25,23,2,3,5,12,Saturday 18 October 2014,7,13,14,7,0,0,1,Fraizer Campbell (90),Neil Warnock,Crystal Palace,0,2,0,0,1,1,Craig Pawson,1-2,3,2,2014-2015,8,3,5,4,25,20,13,7,Selhurst Park,1,1
0,3,39505,0,,Paul Lambert,Aston Villa,7,4,24,33,4,3,24,7,Saturday 18 October 2014,16,11,13,15,0,1,3,"Phil Jagielka (18),Romelu Lukaku (48),Seamus Coleman (76)",Roberto Martinez,Everton,1,2,0,0,0,0,Anthony Taylor,3-0,3,2,2014-2015,4,2,2,6,17,28,6,8,Goodison Park,2,2
0,1,51886,0,,Nigel Pearson,Leicester,7,4,37,27,7,10,15,17,Saturday 18 October 2014,15,13,15,15,1,1,1,Gabriel Obertan (71),Alan Pardew,Newcastle,1,2,0,0,0,0,Martin Atkinson,1-0,5,2,2014-2015,1,6,2,6,36,23,3,12,St. James' Park,3,0
0,4,29615,0,,Gus Poyet,Sunderland,2,3,25,32,6,5,17,21,Saturday 18 October 2014,8,11,13,8,1,1,8,"Santiago Vergini (12 OG),Graziano Pellè (18, 69),Jack Cork (37),Liam Bridcutt (63 OG),Dusan Tadic (78),Victor Wanyama (79),Patrick van Aanholt (86 OG)",Ronald Koeman,Southampton,0,3,0,0,0,0,Andre Marriner,8-0,4,2,2014-2015,9,9,4,10,19,12,13,19,St. Mary's Stadium,3,1
1,2,45549,1,Christian Eriksen (15),Mauricio Pochettino,Spurs,4,8,18,17,4,3,9,13,Saturday 18 October 2014,9,11,10,8,0,0,4,"Sergio Agüero (13, 20 Pen, 68 Pen, 75)",Manuel Pellegrini,Man City,2,3,1,3,1,0,Jonathan Moss,4-1,8,6,2014-2015,4,4,7,12,14,17,11,16,Etihad Stadium,2,1
0,1,34907,0,,Harry Redknapp,QPR,3,4,49,32,5,7,12,25,Sunday 5 October 2014,11,10,13,13,0,0,2,"Nedum Onuoha (5 OG),Diafra Sakho (59)",Sam Allardyce,West Ham,2,4,0,0,0,0,Anthony Taylor,2-0,2,3,2014-2015,3,5,4,3,19,31,7,8,Boleyn Ground,2,2
0,1,41607,0,,Arsène Wenger,Arsenal,1,4,29,29,2,2,12,11,Sunday 5 October 2014,10,14,17,8,0,0,2,"Eden Hazard (27 Pen),Diego Costa (78)",José Mourinho,Chelsea,0,3,0,1,0,0,Martin Atkinson,2-0,2,0,2014-2015,6,1,0,3,20,26,6,4,Stamford Bridge,3,4
0,1,35564,0,,Ronald Koeman,Southampton,2,3,33,33,5,10,15,18,Sunday 5 October 2014,9,15,19,11,0,0,1,Christian Eriksen (40),Mauricio Pochettino,Spurs,2,6,0,0,0,0,Mike Jones,1-0,2,3,2014-2015,1,3,3,4,32,35,4,7,White Hart Lane,1,2
1,2,75294,1,Steven Naismith (55),Roberto Martinez,Everton,3,2,32,31,6,11,16,22,Sunday 5 October 2014,11,18,18,13,2,1,2,"Ángel Di María (27),Falcao (62)",Louis Van Gaal,Man Utd,3,1,1,0,0,0,Kevin Friend,2-1,2,4,2014-2015,2,8,6,4,17,11,8,12,Old Trafford,3,4
2,0,32964,2,"Yaya Touré (82),Sergio Agüero (88)",Manuel Pellegrini,Man City,1,11,6,37,7,0,23,5,Saturday 4 October 2014,6,4,3,9,0,0,0,,Paul Lambert,Aston Villa,3,1,0,0,0,0,Chris Foy,0-2,1,5,2014-2015,8,4,7,1,24,16,15,5,Villa Park,1,0
0,2,24281,0,,Neil Warnock,Crystal Palace,7,4,26,51,7,6,12,15,Saturday 4 October 2014,14,6,5,13,0,0,2,"Mohamed Diamé (60),Nikica Jelavic (89)",Steve Bruce,Hull,0,0,0,0,0,0,Mike Dean,2-0,0,1,2014-2015,5,6,2,2,25,22,7,8,The KC Stadium,2,1
1,1,31448,2,"Michael Kightly (39),Ross Wallace (90+6)",Sean Dyche,Burnley,6,2,39,41,3,9,27,24,Saturday 4 October 2014,12,16,16,13,3,1,2,"Jeffrey Schlupp (33),Riyad Mahrez (40)",Nigel Pearson,Leicester,1,1,0,0,0,0,Phil Dowd,2-2,4,2,2014-2015,4,3,4,6,25,23,8,9,King Power Stadium,2,2
0,2,44708,1,Saido Berahino (56 Pen),Alan Irvine,West Brom,6,0,26,33,5,5,17,15,Saturday 4 October 2014,15,12,14,16,2,0,2,"Adam Lallana (45),Jordan Henderson (61)",Brendan Rodgers,Liverpool,2,3,1,0,0,0,Michael Oliver,2-1,5,3,2014-2015,4,5,4,7,16,34,8,12,Anfield,2,2
1,3,42713,1,Charlie Adam (15),Mark Hughes,Stoke,5,1,25,18,4,7,14,15,Saturday 4 October 2014,17,10,12,19,0,1,3,"Connor Wickham (4),Steven Fletcher (23, 79)",Gus Poyet,Sunderland,2,3,0,0,0,0,Neil Swarbrick,3-1,0,4,2014-2015,4,0,5,3,22,19,9,3,Stadium of Light,4,3
2,2,20622,2,"Papiss Demba Cissé (43, 75)",Alan Pardew,Newcastle,0,1,12,26,1,3,19,10,Saturday 4 October 2014,15,11,14,17,1,1,2,"Wilfried Bony (17),Wayne Routledge (50)",Garry Monk,Swansea,3,3,0,0,0,0,Lee Mason,2-2,3,2,2014-2015,4,5,4,5,15,22,8,10,Liberty Stadium,3,1
0,1,26332,0,,Alan Pardew,Newcastle,5,8,22,39,10,2,21,13,Monday 29 September 2014,15,20,24,13,0,0,1,Peter Crouch (15),Mark Hughes,Stoke,0,4,0,0,0,0,Craig Pawson,1-0,2,1,2014-2015,7,4,1,3,28,27,8,7,Britannia Stadium,2,1
0,4,24286,0,,Sean Dyche,Burnley,8,3,49,25,2,10,19,22,Sunday 28 September 2014,9,7,8,10,0,0,4,"Craig Dawson (30),Saido Berahino (45+1, 56),Graham Dorrans (90)",Alan Irvine,West Brom,2,2,0,0,0,0,Jonathan Moss,4-0,2,2,2014-2015,4,6,2,6,16,20,6,12,The Hawthorns,2,1
1,0,59900,1,Nacer Chadli (56),Mauricio Pochettino,Spurs,7,0,44,11,5,15,8,33,Saturday 27 September 2014,16,7,7,18,0,0,1,Alex Oxlade-Chamberlain (74),Arsène Wenger,Arsenal,2,3,0,0,0,0,Michael Oliver,1-1,5,4,2014-2015,2,3,4,6,14,28,6,9,Emirates Stadium,6,3
0,2,41616,0,,Paul Lambert,Aston Villa,3,1,27,23,2,9,11,20,Saturday 27 September 2014,9,11,16,8,0,0,3,"Oscar (7),Diego Costa (59),Willian (79)",José Mourinho,Chelsea,0,5,0,0,0,0,Phil Dowd,3-0,4,1,2014-2015,5,6,1,8,14,17,6,14,Stamford Bridge,2,2
0,2,24311,0,,Nigel Pearson,Leicester,4,4,33,28,6,6,11,16,Saturday 27 September 2014,9,14,15,9,0,1,2,"Fraizer Campbell (51),Mile Jedinak (54)",Neil Warnock,Crystal Palace,0,1,0,0,0,0,Keith Stroud,2-0,4,1,2014-2015,2,6,1,6,24,25,3,12,Selhurst Park,2,0
4,0,22859,4,"Sergio Agüero (7),Edin Dzeko (11, 68),Frank Lampard (87)",Manuel Pellegrini,Man City,1,5,22,29,8,3,12,24,Saturday 27 September 2014,6,10,10,5,0,0,2,"Eliaquim Mangala (21 OG),Abel Hernández (32 Pen)",Steve Bruce,Hull,0,0,0,1,0,0,Anthony Taylor,2-4,4,3,2014-2015,9,4,7,5,20,14,16,9,The KC Stadium,2,0
0,2,75317,1,Diafra Sakho (37),Sam Allardyce,West Ham,2,4,24,51,10,7,29,14,Saturday 27 September 2014,12,10,12,16,1,0,2,"Wayne Rooney (5),Robin van Persie (22)",Louis Van Gaal,Man Utd,4,2,0,0,0,1,Lee Mason,2-1,1,3,2014-2015,5,3,4,3,26,20,9,6,Old Trafford,3,1
1,2,30504,1,Charlie Austin (66),Harry Redknapp,QPR,4,0,35,16,3,6,10,24,Saturday 27 September 2014,11,12,15,10,2,0,2,"Ryan Bertrand (54),Graziano Pellè (68)",Ronald Koeman,Southampton,1,4,0,0,0,0,Mark Clattenburg,2-1,7,1,2014-2015,8,6,2,9,23,23,10,15,St. Mary's Stadium,1,2
0,0,41325,0,,Garry Monk,Swansea,6,0,33,13,1,10,14,17,Saturday 27 September 2014,15,13,15,17,0,0,0,,Gus Poyet,Sunderland,2,2,0,0,1,0,Chris Foy,0-0,3,1,2014-2015,6,6,1,3,10,23,7,9,Stadium of Light,1,2
0,0,44511,1,Phil Jagielka (90+1),Roberto Martinez,Everton,8,1,22,24,2,8,10,18,Saturday 27 September 2014,9,8,10,8,0,1,1,Steven Gerrard (65),Brendan Rodgers,Liverpool,2,2,0,0,0,0,Martin Atkinson,1-1,7,4,2014-2015,5,7,5,8,22,16,10,15,Anfield,1,2
2,1,37574,3,"Mile Jedinak (30 Pen),Fraizer Campbell (54),Yannick Bolasie (69)",Neil Warnock,Crystal Palace,5,5,37,35,1,7,10,12,Sunday 21 September 2014,13,8,9,12,0,0,2,"Romelu Lukaku (9),Leighton Baines (83 Pen)",Roberto Martinez,Everton,1,2,1,1,0,0,Michael Oliver,2-3,4,0,2014-2015,2,6,3,6,19,25,5,12,Goodison Park,2,2
1,1,45602,1,André Schürrle (71),José Mourinho,Chelsea,4,2,38,15,2,14,10,23,Sunday 21 September 2014,12,16,15,13,0,0,1,Frank Lampard (85),Manuel Pellegrini,Man City,1,1,0,0,0,1,Mike Dean,1-1,3,1,2014-2015,2,8,2,4,12,10,4,12,Etihad Stadium,4,3
3,3,31784,3,"Robin van Persie (13),Ángel Di María (16),Ander Herrera (57)",Louis Van Gaal,Man Utd,4,3,44,33,4,2,18,17,Sunday 21 September 2014,9,11,14,11,1,0,5,"Leonardo Ulloa (17, 83 Pen),David Nugent (62 Pen),Esteban Cambiasso (64),Jamie Vardy (79)",Nigel Pearson,Leicester,4,4,0,2,1,0,Mark Clattenburg,5-3,0,3,2014-2015,7,6,5,5,23,32,12,11,King Power Stadium,1,1
1,0,35861,1,James Morrison (74),Alan Irvine,West Brom,2,1,35,26,7,9,10,33,Sunday 21 September 2014,7,12,12,9,0,1,0,,Mauricio Pochettino,Spurs,2,0,0,0,0,0,Kevin Friend,0-1,1,3,2014-2015,4,4,4,1,15,26,8,5,White Hart Lane,2,2
0,3,34977,1,Raheem Sterling (26),Brendan Rodgers,Liverpool,3,3,37,34,5,7,16,12,Saturday 20 September 2014,11,16,17,8,2,0,3,"Winston Reid (2),Diafra Sakho (7),Morgan Amalfitano (88)",Sam Allardyce,West Ham,0,1,0,0,0,0,Craig Pawson,3-1,5,5,2014-2015,3,3,5,7,21,28,8,10,Boleyn Ground,1,4
2,0,40013,3,"Mesut Özil (32),Danny Welbeck (34),Aly Cissokho (36 OG)",Arsène Wenger,Arsenal,2,2,17,16,5,5,13,15,Saturday 20 September 2014,9,11,12,11,0,0,0,,Paul Lambert,Aston Villa,2,1,0,0,0,0,Mike Jones,0-3,2,1,2014-2015,4,2,3,3,22,31,7,5,Villa Park,3,1
0,0,20026,0,,Gus Poyet,Sunderland,2,2,37,20,1,5,12,18,Saturday 20 September 2014,14,14,16,14,0,2,0,,Sean Dyche,Burnley,1,2,0,0,0,0,Anthony Taylor,0-0,6,6,2014-2015,6,8,6,6,12,26,12,14,Turf Moor,2,1
2,2,49119,2,"Nikica Jelavic (48),Mohamed Diamé (68)",Steve Bruce,Hull,9,2,52,19,2,4,11,26,Saturday 20 September 2014,11,11,12,16,0,0,2,"Papiss Demba Cissé (73, 87)",Alan Pardew,Newcastle,5,1,0,0,0,0,Neil Swarbrick,2-2,5,1,2014-2015,5,8,3,7,23,24,8,15,St. James' Park,2,4
1,0,20596,1,Victor Wanyama (80),Ronald Koeman,Southampton,1,2,13,42,4,2,30,11,Saturday 20 September 2014,15,11,10,17,0,0,0,,Garry Monk,Swansea,2,0,0,0,0,1,Jonathan Moss,0-1,1,4,2014-2015,5,2,4,2,18,16,9,4,Liberty Stadium,4,0
2,1,16163,2,"Mame Biram Diouf (11),Peter Crouch (51)",Mark Hughes,Stoke,6,1,38,33,1,10,10,19,Saturday 20 September 2014,15,6,6,15,2,0,2,"Steven Caulker (42),Niko Kranjcar (88)",Harry Redknapp,QPR,1,0,0,0,0,0,Martin Atkinson,2-2,3,2,2014-2015,3,10,4,5,20,20,7,15,Loftus Road Stadium,4,2
2,1,21275,2,"Enner Valencia (50),Diafra Sakho (67)",Sam Allardyce,West Ham,1,8,25,50,10,3,23,19,Monday 15 September 2014,7,12,13,8,0,1,2,"Abel Hernández (39),Mohamed Diamé (64)",Steve Bruce,Hull,1,1,0,0,0,0,Martin Atkinson,2-2,4,3,2014-2015,4,4,5,6,31,16,9,10,The KC Stadium,1,3
0,3,75355,0,,Harry Redknapp,QPR,2,3,21,12,1,3,6,17,Sunday 14 September 2014,8,11,11,9,1,0,4,"Ángel Di María (24),Ander Herrera (36),Wayne Rooney (44),Juan Mata (58)",Louis Van Gaal,Man Utd,2,0,0,0,0,0,Phil Dowd,4-0,5,1,2014-2015,4,7,2,9,11,15,6,16,Old Trafford,0,1
0,0,44689,1,Gabriel Agbonlahor (9),Paul Lambert,Aston Villa,7,1,45,25,6,7,13,25,Saturday 13 September 2014,10,9,12,11,0,1,0,,Brendan Rodgers,Liverpool,1,3,0,0,0,0,Lee Mason,0-1,1,0,2014-2015,3,10,1,1,25,22,4,11,Anfield,1,2
1,4,41400,2,"John Terry (11 OG),Jonjo Shelvey (86)",Garry Monk,Swansea,7,1,40,11,4,7,11,16,Saturday 13 September 2014,11,12,12,9,0,0,4,"Diego Costa (45, 56, 67),Loïc Remy (81)",José Mourinho,Chelsea,0,0,0,0,0,0,Kevin Friend,4-2,7,1,2014-2015,8,12,2,10,13,22,10,22,Stamford Bridge,3,0
0,0,23829,0,,Sean Dyche,Burnley,3,4,32,41,6,5,17,20,Saturday 13 September 2014,11,12,10,12,0,0,0,,Neil Warnock,Crystal Palace,1,0,1,0,0,0,Mike Dean,0-0,3,3,2014-2015,4,10,3,3,27,25,7,13,Selhurst Park,3,2
0,3,29678,0,,Alan Pardew,Newcastle,0,2,16,19,5,5,15,16,Saturday 13 September 2014,7,16,19,7,0,3,4,"Graziano Pellè (6, 19),Jack Cork (54),Morgan Schneiderlin (90+4)",Ronald Koeman,Southampton,0,3,0,0,0,0,Chris Foy,4-0,3,4,2014-2015,3,3,4,7,33,19,7,10,St. Mary's Stadium,2,0
1,0,27500,1,Leonardo Ulloa (64),Nigel Pearson,Leicester,7,1,47,21,3,16,12,35,Saturday 13 September 2014,15,9,9,14,1,0,0,,Mark Hughes,Stoke,0,0,0,0,0,0,Michael Oliver,0-1,6,0,2014-2015,5,12,1,6,21,30,6,18,Britannia Stadium,0,3
0,1,40799,2,"Nacer Chadli (2),Christian Eriksen (48)",Mauricio Pochettino,Spurs,3,6,18,22,5,6,11,18,Saturday 13 September 2014,14,16,16,15,1,0,2,"Adam Johnson (4),Harry Kane (82 OG)",Gus Poyet,Sunderland,1,1,0,0,0,0,Craig Pawson,2-2,0,4,2014-2015,4,3,7,1,21,19,11,4,Stadium of Light,1,5
1,0,23567,2,"Romelu Lukaku (2),Kevin Mirallas (66)",Roberto Martinez,Everton,7,1,43,10,1,9,4,25,Saturday 13 September 2014,10,12,12,11,0,0,0,,Alan Irvine,West Brom,3,1,0,0,0,0,Anthony Taylor,0-2,3,3,2014-2015,6,3,5,3,25,29,11,6,The Hawthorns,3,2
2,2,60003,2,"Sergio Agüero (28),Martín Demichelis (83)",Manuel Pellegrini,Man City,0,2,29,26,3,0,14,15,Saturday 13 September 2014,15,11,13,15,0,2,2,"Jack Wilshere (63),Alexis Sánchez (74)",Arsène Wenger,Arsenal,2,2,0,0,0,0,Mark Clattenburg,2-2,4,6,2014-2015,5,9,8,6,26,15,13,15,Emirates Stadium,4,3
0,1,31535,1,Alexis Sánchez (20),Arsène Wenger,Arsenal,2,13,31,32,10,5,15,15,Sunday 31 August 2014,5,14,16,8,1,0,1,Leonardo Ulloa (22),Nigel Pearson,Leicester,3,3,0,0,0,0,Anthony Taylor,1-1,2,5,2014-2015,5,4,6,3,16,15,11,7,King Power Stadium,1,3
1,2,28336,1,Nikica Jelavic (74),Steve Bruce,Hull,1,3,37,25,7,3,27,7,Sunday 31 August 2014,10,9,9,11,0,0,2,"Gabriel Agbonlahor (14),Andreas Weimann (36)",Paul Lambert,Aston Villa,2,1,0,0,0,0,Mark Clattenburg,2-1,2,2,2014-2015,3,6,3,4,23,24,6,10,Villa Park,4,1
1,0,36130,3,"Raheem Sterling (8),Steven Gerrard (49 Pen),Alberto Moreno (60)",Brendan Rodgers,Liverpool,2,1,45,16,3,7,7,17,Sunday 31 August 2014,11,14,16,12,0,2,0,,Mauricio Pochettino,Spurs,1,3,1,0,0,0,Phil Dowd,0-3,1,5,2014-2015,8,4,8,1,17,34,16,5,White Hart Lane,4,0
5,3,39402,6,"Diego Costa (1, 90),Branislav Ivanovic (3),Seamus Coleman (67 OG),Nemanja Matic (74),Ramires (77)",José Mourinho,Chelsea,6,3,31,22,2,8,7,25,Saturday 30 August 2014,16,7,15,14,0,0,3,"Kevin Mirallas (45),Steven Naismith (69),Samuel Eto'o (76)",Roberto Martinez,Everton,1,8,0,0,0,0,Jonathan Moss,3-6,3,3,2014-2015,1,4,8,7,13,31,9,11,Goodison Park,3,1
1,0,45622,1,Mame Biram Diouf (58),Mark Hughes,Stoke,9,1,36,14,4,11,16,22,Saturday 30 August 2014,5,14,15,6,1,0,0,,Manuel Pellegrini,Man City,2,1,0,0,0,0,Lee Mason,0-1,2,1,2014-2015,4,5,2,2,17,18,6,7,Etihad Stadium,1,2
2,1,49226,3,"Dwight Gayle (1),Jason Puncheon (48),Wilfried Zaha (90+5)",Neil Warnock,Crystal Palace,4,1,48,15,4,11,10,30,Saturday 30 August 2014,19,12,12,21,0,2,3,"Daryl Janmaat (37),Rolando Aarons (73),Michael Williamson (88)",Alan Pardew,Newcastle,2,0,0,0,0,0,Mike Jones,3-3,1,4,2014-2015,4,10,7,4,15,21,11,14,St. James' Park,3,1
0,1,17930,0,,Gus Poyet,Sunderland,6,5,25,32,6,4,14,18,Saturday 30 August 2014,9,8,8,9,0,0,1,Charlie Austin (45+2),Harry Redknapp,QPR,0,0,0,0,0,0,Robert Madley,1-0,3,6,2014-2015,5,7,6,5,23,19,11,12,Loftus Road Stadium,2,1
0,2,20318,0,,Alan Irvine,West Brom,0,7,8,29,7,0,15,13,Saturday 30 August 2014,8,10,11,9,1,1,3,"Nathan Dyer (2, 71),Wayne Routledge (24)",Garry Monk,Swansea,1,2,0,0,0,0,Paul Tierney,3-0,4,2,2014-2015,7,7,2,8,15,15,9,15,Liberty Stadium,2,1
1,1,34907,3,"Morgan Schneiderlin (45, 68),Graziano Pellè (83)",Ronald Koeman,Southampton,1,6,25,37,9,2,26,9,Saturday 30 August 2014,13,11,11,14,1,0,1,Mark Noble (27),Sam Allardyce,West Ham,2,2,0,0,0,0,Mike Dean,1-3,1,4,2014-2015,4,1,8,2,20,21,12,3,Boleyn Ground,1,2
0,0,21099,0,,Louis Van Gaal,Man Utd,2,2,30,35,6,3,26,8,Saturday 30 August 2014,14,10,12,13,0,1,0,,Sean Dyche,Burnley,1,2,0,0,0,0,Chris Foy,0-0,3,1,2014-2015,3,4,2,3,21,30,5,7,Turf Moor,2,2
0,2,45471,1,Pablo Zabaleta (83 OG),Brendan Rodgers,Liverpool,1,4,20,25,7,6,18,8,Monday 25 August 2014,7,13,14,8,0,0,3,"Stevan Jovetic (41, 55),Sergio Agüero (69)",Manuel Pellegrini,Man City,1,1,0,0,0,0,Michael Oliver,3-1,1,3,2014-2015,4,4,3,5,16,12,7,9,Etihad Stadium,1,1
0,1,43217,1,Juan Mata (17),Louis Van Gaal,Man Utd,2,3,24,22,4,4,15,10,Sunday 24 August 2014,15,10,10,15,0,0,1,Jack Rodwell (30),Gus Poyet,Sunderland,1,1,0,0,0,0,Martin Atkinson,1-1,2,2,2014-2015,4,6,3,3,8,18,7,9,Stadium of Light,2,0
0,0,24348,1,Ryan Shawcross (83),Mark Hughes,Stoke,4,5,47,39,5,4,21,16,Sunday 24 August 2014,10,10,9,12,0,1,1,Nikica Jelavic (42),Steve Bruce,Hull,2,0,0,0,0,1,Jonathan Moss,1-1,1,2,2014-2015,11,3,3,2,20,24,14,5,The KC Stadium,3,1
0,4,36109,0,,Harry Redknapp,QPR,7,1,22,15,6,7,13,18,Sunday 24 August 2014,6,12,13,9,0,1,4,"Nacer Chadli (12, 37),Eric Dier (30),Emmanuel Adebayor (65)",Mauricio Pochettino,Spurs,4,1,0,0,0,0,Anthony Taylor,4-0,1,1,2014-2015,7,6,1,5,23,15,8,11,White Hart Lane,1,0
2,2,39490,2,"Aaron Ramsey (83),Olivier Giroud (90)",Arsène Wenger,Arsenal,2,1,28,33,3,3,20,7,Saturday 23 August 2014,18,10,12,17,1,0,2,"Seamus Coleman (19),Steven Naismith (45)",Roberto Martinez,Everton,0,2,0,0,0,0,Kevin Friend,2-2,0,1,2014-2015,9,4,3,2,21,24,12,6,Goodison Park,4,1
0,1,41604,0,,Nigel Pearson,Leicester,8,2,26,42,7,8,17,15,Saturday 23 August 2014,11,11,13,13,1,0,2,"Diego Costa (62),Eden Hazard (77)",José Mourinho,Chelsea,2,2,0,0,0,0,Lee Mason,2-0,8,4,2014-2015,0,9,4,10,21,23,4,19,Stamford Bridge,1,0
1,1,24242,3,"Mauro Zárate (34),Stewart Downing (37),Carlton Cole (62)",Sam Allardyce,West Ham,2,5,36,23,9,6,13,17,Saturday 23 August 2014,11,14,15,14,0,0,1,Marouane Chamakh (48),Keith Millen,Crystal Palace,3,1,0,0,0,0,Mark Clattenburg,1-3,3,6,2014-2015,4,3,8,4,24,23,12,7,Selhurst Park,3,1
0,0,27598,0,,Alan Irvine,West Brom,2,2,17,13,5,1,18,21,Saturday 23 August 2014,15,14,14,15,0,0,0,,Ronald Koeman,Southampton,1,1,0,0,0,0,Roger East,0-0,2,2,2014-2015,4,5,2,2,20,32,6,7,St. Mary's Stadium,2,1
0,1,20565,0,,Sean Dyche,Burnley,2,5,23,39,3,2,23,15,Saturday 23 August 2014,13,14,16,14,1,1,1,Nathan Dyer (23),Garry Monk,Swansea,1,3,0,0,0,0,Craig Pawson,1-0,3,1,2014-2015,6,3,1,5,27,15,7,8,Liberty Stadium,1,2
0,0,30267,0,,Alan Pardew,Newcastle,4,2,23,29,7,7,15,17,Saturday 23 August 2014,8,11,14,7,0,1,0,,Paul Lambert,Aston Villa,0,4,0,0,1,0,Mike Dean,0-0,0,4,2014-2015,5,6,4,0,24,16,9,6,Villa Park,0,4
2,1,20699,3,"Diego Costa (17),André Schürrle (21),Branislav Ivanovic (34)",José Mourinho,Chelsea,1,4,29,21,3,4,12,11,Monday 18 August 2014,7,6,8,8,0,0,1,Scott Arfield (14),Sean Dyche,Burnley,1,3,0,0,0,0,Michael Oliver,1-3,1,0,2014-2015,4,6,3,2,29,35,7,8,Turf Moor,1,1
1,0,50816,2,"David Silva (38),Sergio Agüero (90+2)",Manuel Pellegrini,Man City,3,3,32,21,3,3,7,19,Sunday 17 August 2014,11,8,7,10,0,1,0,,Alan Pardew,Newcastle,0,0,0,0,0,0,Martin Atkinson,0-2,0,3,2014-2015,5,9,5,0,14,22,10,9,St. James' Park,5,1
1,2,44736,1,Nathaniel Clyne (56),Ronald Koeman,Southampton,2,2,14,50,6,2,31,14,Sunday 17 August 2014,11,8,9,13,0,0,2,"Raheem Sterling (23),Daniel Sturridge (79)",Brendan Rodgers,Liverpool,2,2,0,0,0,0,Mark Clattenburg,2-1,3,5,2014-2015,4,5,6,5,27,22,10,10,Anfield,2,1
1,1,59962,1,Brede Hangeland (35),Keith Millen,Crystal Palace,2,2,40,30,3,9,6,24,Saturday 16 August 2014,19,13,13,20,1,0,2,"Laurent Koscielny (45+1),Aaron Ramsey (90+1)",Arsène Wenger,Arsenal,1,0,0,0,1,0,Jonathan Moss,2-1,4,1,2014-2015,0,5,2,6,18,21,2,11,Emirates Stadium,2,2
1,0,31603,2,"Aiden McGeady (20),Steven Naismith (45)",Roberto Martinez,Everton,3,4,28,37,6,3,11,13,Saturday 16 August 2014,10,16,16,9,0,3,2,"Leonardo Ulloa (22),Chris Wood (86)",Nigel Pearson,Leicester,0,0,0,0,0,0,Mike Jones,2-2,1,2,2014-2015,5,5,3,3,17,12,8,8,King Power Stadium,1,1
1,0,17603,1,James Chester (52),Steve Bruce,Hull,6,3,56,40,9,8,11,26,Saturday 16 August 2014,10,10,9,10,1,0,0,,Harry Redknapp,QPR,2,0,0,1,0,0,Craig Pawson,0-1,5,3,2014-2015,3,7,4,6,26,22,7,13,Loftus Road Stadium,2,1
0,0,27478,1,Andreas Weimann (50),Paul Lambert,Aston Villa,6,2,26,43,8,2,17,16,Saturday 16 August 2014,9,14,15,10,0,0,0,,Mark Hughes,Stoke,1,1,0,0,0,0,Anthony Taylor,0-1,2,0,2014-2015,4,4,1,2,35,36,5,6,Britannia Stadium,3,0
1,1,25468,2,"Lee Cattermole (5),Sebastian Larsson (85)",Gus Poyet,Sunderland,0,3,42,15,3,6,15,24,Saturday 16 August 2014,9,18,16,11,0,1,2,"Saido Berahino (42 Pen, 74)",Alan Irvine,West Brom,3,0,0,1,0,0,Neil Swarbrick,2-2,3,0,2014-2015,2,5,2,5,19,24,4,10,The Hawthorns,1,3
1,0,34977,1,Eric Dier (90+3),Mauricio Pochettino,Spurs,3,4,27,35,5,8,11,21,Saturday 16 August 2014,10,12,11,9,2,0,0,,Sam Allardyce,West Ham,0,1,0,1,1,1,Chris Foy,0-1,4,4,2014-2015,2,10,4,4,16,15,6,14,Boleyn Ground,0,1
2,0,75339,2,"Ki Sung-yueng (28),Gylfi Sigurdsson (72)",Garry Monk,Swansea,3,1,35,12,0,4,9,24,Saturday 16 August 2014,20,14,15,19,0,3,1,Wayne Rooney (53),Louis Van Gaal,Man Utd,1,1,0,0,0,0,Mike Dean,1-2,4,2,2014-2015,0,5,4,5,23,29,4,10,Old Trafford,4,2
assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
0,3,74363,1,Chris Smalling (90+3 OG),Eddie Howe,Bournemouth,4,4,10,11,1,7,4,7,Tuesday 17 May 2016,8,9,13,10,1,0,3,"Wayne Rooney (43),Marcus Rashford (74),Ashley Young (87)",Louis van Gaal,Man Utd,2,4,0,0,0,0,Jonathan Moss,03-Jan,2,0,2015-2016,3,3,0,6,24,21,3,9,Old Trafford,0,1
